BDA01	B-INT	suppressed
ED001	D-BB	suppressed
ED001	D-INT	suppressed
ED001	D-RET	suppressed
BDA01	UNASSIGNED	suppressed
ED001	UNASSIGNED	suppressed
O9022	UNASSIGNED	suppressed
T0006	UNASSIGNED	suppressed
O9022	W-DG	suppressed
O9022	W-DUE	suppressed
O9022	W-INT	suppressed
O9022	W-PAU	suppressed
O9022	W-RET	suppressed
