DE-107	https://kat.lbz-rlp.de/webOPACClient.lbzsis/start.do?Query=-1=%22{zdbid}%22	
DE-1393	https://katalog.hs-ruhrwest.de/webOPACClient.nmbsis/start.do?Query=-1=%22{zdbid}%22	
DE-1393-BOT	https://katalog.hs-ruhrwest.de/webOPACClient.nmbsis/start.do?Query=-1=%22{zdbid}%22	
DE-829	http://seth7.hs-niederrhein.de/webOPACClient/start.do?Query=-1=%22{zdbid}%22	
DE-836	https://hb063.fh-muenster.de/webOPACClient/start.do?Query=-1=%22{zdbid}%22	
DE-A96	https://onlinekatalog.bibliothek.fh-aachen.de/webOPACClient/start.do?Query=-1=%22{zdbid}%22	
DE-Bi10	https://biblio.fh-bielefeld.de/webOPACClient/start.do?Query=-1=%22{zdbid}%22	
DE-Dm13	http://193.25.18.8/webOPACClient/start.do?Query=-1=%22{zdbid}%22
