MemberCode[+LibraryCode]+LocationCode	status
49HBZ_UBD+LH0202S	suppressed
49HBZ_UBD+LH0202	suppressed
49HBZ_UBD+LH0203S	suppressed
49HBZ_UBD+LH0203	suppressed
49HBZ_UBD+LH0204	suppressed
49HBZ_UBD+LH0209	suppressed
49HBZ_UBD+LH0210	suppressed
49HBZ_UBD+LH0217P	suppressed
49HBZ_UBD+LH0217	suppressed
49HBZ_UBD+LH0220	suppressed
49HBZ_UBD+LH0230	suppressed
49HBZ_UBD+LH0245P	suppressed
49HBZ_UBD+LH0245	suppressed
49HBZ_UBD+LH0302	suppressed
49HBZ_UBD+LH0305P	suppressed
49HBZ_UBD+LH0305	suppressed
49HBZ_UBD+LH0310	suppressed
49HBZ_UBD+LH0319P	suppressed
49HBZ_UBD+LH0319	suppressed
49HBZ_UBD+LH0320P	suppressed
49HBZ_UBD+LH0320	suppressed
49HBZ_UBD+LH0323P	suppressed
49HBZ_UBD+LH0323	suppressed
49HBZ_UBD+LH0324P	suppressed
49HBZ_UBD+LH0324	suppressed
49HBZ_UBD+LH0417	suppressed
49HBZ_UBD+LH0418	suppressed
49HBZ_UBD+LH0426	suppressed
49HBZ_UBD+LH0430	suppressed
49HBZ_UBD+LH0453	suppressed
49HBZ_UBD+LH0454	suppressed
49HBZ_UBD+LH0456	suppressed
49HBZ_UBD+LH0460	suppressed
49HBZ_UBD+LH0475	suppressed
49HBZ_UBD+LH0480	suppressed
49HBZ_UBD+LH0485	suppressed
49HBZ_UBD+LH0490	suppressed
49HBZ_UBD+LH0500	suppressed
49HBZ_UBD+LH0501S	suppressed
49HBZ_UBD+LH0501	suppressed
49HBZ_UBD+LH0502	suppressed
49HBZ_UBD+LH0504P	suppressed
49HBZ_UBD+LH0506	suppressed
49HBZ_UBD+LH0508S	suppressed
49HBZ_UBD+LH0509	suppressed
49HBZ_UBD+LH0517	suppressed
49HBZ_UBD+LH0822	suppressed
49HBZ_UBD+LH0900	suppressed
49HBZ_UBD+LH0902	suppressed
49HBZ_UBD+LH1208	suppressed
49HBZ_UBD+LH1280	suppressed
49HBZ_UBD+LH1300P	suppressed
49HBZ_UBD+LH1310P	suppressed
49HBZ_UBD+LH1310	suppressed
49HBZ_UBD+LH1317P	suppressed
49HBZ_UBD+LH1329	suppressed
49HBZ_UBD+LH1342	suppressed
49HBZ_UBD+LH1372	suppressed
49HBZ_UBD+LH1385	suppressed
49HBZ_UBD+LH1401	suppressed
49HBZ_UBD+LH1453	suppressed
49HBZ_UBD+LH1457	suppressed
49HBZ_UBD+LH1464	suppressed
49HBZ_UBD+LH1512	suppressed
49HBZ_UBD+LH1515	suppressed
49HBZ_UBD+LH1603	suppressed
49HBZ_UBD+LH1624	suppressed
49HBZ_UBD+LH2000	suppressed
49HBZ_UBD+LH2001	suppressed
49HBZ_UBD+LH2002	suppressed
49HBZ_UBD+LH2003	suppressed
49HBZ_UBD+LH2004	suppressed
49HBZ_UBD+LH2005	suppressed
49HBZ_UBD+LH2006	suppressed
49HBZ_UBD+LH2007	suppressed
49HBZ_UBD+LH2008	suppressed
49HBZ_UBD+LH2009	suppressed
49HBZ_UBD+LH2012	suppressed
49HBZ_UBD+LH2013	suppressed
49HBZ_UBD+LH2014	suppressed
49HBZ_UBD+LH2015	suppressed
49HBZ_UBD+LH2050	suppressed
49HBZ_UBD+LH2051	suppressed
49HBZ_UBD+LH2052	suppressed
49HBZ_UBD+LH2053	suppressed
49HBZ_UBD+LH2054	suppressed
49HBZ_UBD+LH2057	suppressed
49HBZ_UBD+LH2058	suppressed
49HBZ_UBD+LH2060	suppressed
49HBZ_UBD+LH2062	suppressed
49HBZ_UBD+LH2063	suppressed
49HBZ_UBD+LH2064	suppressed
49HBZ_UBD+LH2065	suppressed
49HBZ_UBD+LH2066	suppressed
49HBZ_UBD+LH2067	suppressed
49HBZ_UBD+LH2068	suppressed
49HBZ_UBD+LH2069	suppressed
49HBZ_UBD+LH2070	suppressed
49HBZ_UBD+LH2100	suppressed
49HBZ_UBD+LH2101	suppressed
49HBZ_UBD+LH2103	suppressed
49HBZ_UBD+LH2104	suppressed
49HBZ_UBD+LH2106	suppressed
49HBZ_UBD+LH2107	suppressed
49HBZ_UBD+LH2108	suppressed
49HBZ_UBD+LH2109	suppressed
49HBZ_UBD+LH2110	suppressed
49HBZ_UBD+LH2111	suppressed
49HBZ_UBD+LH2112	suppressed
49HBZ_UBD+LH2113	suppressed
49HBZ_UBD+LH2114	suppressed
49HBZ_UBD+LH2115	suppressed
49HBZ_UBD+LH2116	suppressed
49HBZ_UBD+LH2117	suppressed
49HBZ_UBD+LH2118	suppressed
49HBZ_UBD+LH2119	suppressed
49HBZ_UBD+LH2150P	suppressed
49HBZ_UBD+LH2150	suppressed
49HBZ_UBD+LH2153	suppressed
49HBZ_UBD+LH2156	suppressed
49HBZ_UBD+LH2157	suppressed
49HBZ_UBD+LH2158	suppressed
49HBZ_UBD+LH2159	suppressed
49HBZ_UBD+LH2160	suppressed
49HBZ_UBD+LH2162	suppressed
49HBZ_UBD+LH2163	suppressed
49HBZ_UBD+LH2165	suppressed
49HBZ_UBD+LH2166	suppressed
49HBZ_UBD+LH2167	suppressed
49HBZ_UBD+LH2168	suppressed
49HBZ_UBD+LH2169	suppressed
49HBZ_UBD+LH2170	suppressed
49HBZ_UBD+LH2171	suppressed
49HBZ_UBD+LH2200	suppressed
49HBZ_UBD+LH2202	suppressed
49HBZ_UBD+LH2203	suppressed
49HBZ_UBD+LH2204	suppressed
49HBZ_UBD+LH2205	suppressed
49HBZ_UBD+LH2206	suppressed
49HBZ_UBD+LH2207	suppressed
49HBZ_UBD+LH2208	suppressed
49HBZ_UBD+LH2209	suppressed
49HBZ_UBD+LH2210	suppressed
49HBZ_UBD+LH2212	suppressed
49HBZ_UBD+LH2213	suppressed
49HBZ_UBD+LH2252	suppressed
49HBZ_UBD+LH2253	suppressed
49HBZ_UBD+LH2254	suppressed
49HBZ_UBD+LH2255P	suppressed
49HBZ_UBD+LH2256P	suppressed
49HBZ_UBD+LH2257	suppressed
49HBZ_UBD+LH2258	suppressed
49HBZ_UBD+LH2259	suppressed
49HBZ_UBD+LH2260	suppressed
49HBZ_UBD+LH2261	suppressed
49HBZ_UBD+LH2262	suppressed
49HBZ_UBD+LH2263	suppressed
49HBZ_UBD+LH2264	suppressed
49HBZ_UBD+LH2300S	suppressed
49HBZ_UBD+LH2300	suppressed
49HBZ_UBD+LH2301P	suppressed
49HBZ_UBD+LH2301	suppressed
49HBZ_UBD+LH2302	suppressed
49HBZ_UBD+LH2303	suppressed
49HBZ_UBD+LH2304	suppressed
49HBZ_UBD+LH2305	suppressed
49HBZ_UBD+LH2306	suppressed
49HBZ_UBD+LH2307	suppressed
49HBZ_UBD+LH2309	suppressed
49HBZ_UBD+LH2310	suppressed
49HBZ_UBD+LH2311	suppressed
49HBZ_UBD+LH2312	suppressed
49HBZ_UBD+LH2313	suppressed
49HBZ_UBD+LH2314	suppressed
49HBZ_UBD+LH2315	suppressed
49HBZ_UBD+LH2316	suppressed
49HBZ_UBD+LH2350P	suppressed
49HBZ_UBD+LH2350	suppressed
49HBZ_UBD+LH2351P	suppressed
49HBZ_UBD+LH2351	suppressed
49HBZ_UBD+LH2353	suppressed
49HBZ_UBD+LH2354	suppressed
49HBZ_UBD+LH2356	suppressed
49HBZ_UBD+LH2357	suppressed
49HBZ_UBD+LH2360	suppressed
49HBZ_UBD+LH2361	suppressed
49HBZ_UBD+LH2362	suppressed
49HBZ_UBD+LH2400	suppressed
49HBZ_UBD+LH2401	suppressed
49HBZ_UBD+LH2403	suppressed
49HBZ_UBD+LH2404	suppressed
49HBZ_UBD+LH2406	suppressed
49HBZ_UBD+LH2407	suppressed
49HBZ_UBD+LH2408	suppressed
49HBZ_UBD+LH2409	suppressed
49HBZ_UBD+LH2410	suppressed
49HBZ_UBD+LH2411	suppressed
49HBZ_UBD+LH2412	suppressed
49HBZ_UBD+LH2413	suppressed
49HBZ_UBD+LH2414	suppressed
49HBZ_UBD+LH2415	suppressed
49HBZ_UBD+LH2416	suppressed
49HBZ_UBD+LH2417	suppressed
49HBZ_UBD+LH2418	suppressed
49HBZ_UBD+LH2419	suppressed
49HBZ_UBD+LH2420	suppressed
49HBZ_UBD+LH2421	suppressed
49HBZ_UBD+LH2422	suppressed
49HBZ_UBD+LH2450	suppressed
49HBZ_UBD+LH2452	suppressed
49HBZ_UBD+LH2453	suppressed
49HBZ_UBD+LH2454	suppressed
49HBZ_UBD+LH2455	suppressed
49HBZ_UBD+LH2457	suppressed
49HBZ_UBD+LH2458P	suppressed
49HBZ_UBD+LH2459	suppressed
49HBZ_UBD+LH2461	suppressed
49HBZ_UBD+LH2462	suppressed
49HBZ_UBD+LH2464	suppressed
49HBZ_UBD+LH2465	suppressed
49HBZ_UBD+LH2466	suppressed
49HBZ_UBD+LH2467	suppressed
49HBZ_UBD+LH2468	suppressed
49HBZ_UBD+LH2469	suppressed
49HBZ_UBD+LH2470	suppressed
49HBZ_UBD+LH2471	suppressed
49HBZ_UBD+LH2472	suppressed
49HBZ_UBD+LH2473	suppressed
49HBZ_UBD+LH2474	suppressed
49HBZ_UBD+LH2475	suppressed
49HBZ_UBD+LH2476	suppressed
49HBZ_UBD+LH2501	suppressed
49HBZ_UBD+LH2502	suppressed
49HBZ_UBD+LH2504	suppressed
49HBZ_UBD+LH2508	suppressed
49HBZ_UBD+LH2509	suppressed
49HBZ_UBD+LH2510	suppressed
49HBZ_UBD+LH2511	suppressed
49HBZ_UBD+LH2512	suppressed
49HBZ_UBD+LH2514	suppressed
49HBZ_UBD+LH2515	suppressed
49HBZ_UBD+LH2517	suppressed
49HBZ_UBD+LH2518	suppressed
49HBZ_UBD+LH2519	suppressed
49HBZ_UBD+LH2520	suppressed
49HBZ_UBD+LH2521	suppressed
49HBZ_UBD+LH2522	suppressed
49HBZ_UBD+LH2524	suppressed
49HBZ_UBD+LH2525	suppressed
49HBZ_UBD+LH2526	suppressed
49HBZ_UBD+LH2550P	suppressed
49HBZ_UBD+LH2550	suppressed
49HBZ_UBD+LH2551P	suppressed
49HBZ_UBD+LH2551	suppressed
49HBZ_UBD+LH2552P	suppressed
49HBZ_UBD+LH2552	suppressed
49HBZ_UBD+LH2553	suppressed
49HBZ_UBD+LH2554	suppressed
49HBZ_UBD+LH2555	suppressed
49HBZ_UBD+LH2558	suppressed
49HBZ_UBD+LH2559	suppressed
49HBZ_UBD+LH2561	suppressed
49HBZ_UBD+LH2562	suppressed
49HBZ_UBD+LH2563	suppressed
49HBZ_UBD+LH2564	suppressed
49HBZ_UBD+LH2565	suppressed
49HBZ_UBD+LH2566	suppressed
49HBZ_UBD+LH2567	suppressed
49HBZ_UBD+LH2568	suppressed
49HBZ_UBD+LH2569	suppressed
49HBZ_UBD+LH2571	suppressed
49HBZ_UBD+LH2572	suppressed
49HBZ_UBD+LH2573	suppressed
49HBZ_UBD+LH2574	suppressed
49HBZ_UBD+LH2575	suppressed
49HBZ_UBD+LH2576	suppressed
49HBZ_UBD+LH2577	suppressed
49HBZ_UBD+LH2578	suppressed
49HBZ_UBD+LH2600	suppressed
49HBZ_UBD+LH2601P	suppressed
49HBZ_UBD+LH2601	suppressed
49HBZ_UBD+LH2602P	suppressed
49HBZ_UBD+LH2603P	suppressed
49HBZ_UBD+LH2604P	suppressed
49HBZ_UBD+LH2604	suppressed
49HBZ_UBD+LH2605	suppressed
49HBZ_UBD+LH2606	suppressed
49HBZ_UBD+LH2607	suppressed
49HBZ_UBD+LH2608	suppressed
49HBZ_UBD+LH2609	suppressed
49HBZ_UBD+LH2610	suppressed
49HBZ_UBD+LH2611	suppressed
49HBZ_UBD+LH2612	suppressed
49HBZ_UBD+LH2613	suppressed
49HBZ_UBD+LH2614	suppressed
49HBZ_UBD+LH2615	suppressed
49HBZ_UBD+LH2616	suppressed
49HBZ_UBD+LH2617	suppressed
49HBZ_UBD+LH2618	suppressed
49HBZ_UBD+LH2619	suppressed
49HBZ_UBD+LH2621	suppressed
49HBZ_UBD+LH2622	suppressed
49HBZ_UBD+LH2623	suppressed
49HBZ_UBD+LH2624	suppressed
49HBZ_UBD+LH2625	suppressed
49HBZ_UBD+LH2650	suppressed
49HBZ_UBD+LH2651P	suppressed
49HBZ_UBD+LH2651	suppressed
49HBZ_UBD+LH2652	suppressed
49HBZ_UBD+LH2653	suppressed
49HBZ_UBD+LH2655	suppressed
49HBZ_UBD+LH2656	suppressed
49HBZ_UBD+LH2657	suppressed
49HBZ_UBD+LH2658	suppressed
49HBZ_UBD+LH2659	suppressed
49HBZ_UBD+LH2660	suppressed
49HBZ_UBD+LH2661	suppressed
49HBZ_UBD+LH2662	suppressed
49HBZ_UBD+LH2663	suppressed
49HBZ_UBD+LH2664	suppressed
49HBZ_UBD+LH2665	suppressed
49HBZ_UBD+LH2666	suppressed
49HBZ_UBD+LH2700	suppressed
49HBZ_UBD+LH2702	suppressed
49HBZ_UBD+LH2704	suppressed
49HBZ_UBD+LH2706P	suppressed
49HBZ_UBD+LH2707P	suppressed
49HBZ_UBD+LH2707	suppressed
49HBZ_UBD+LH2708	suppressed
49HBZ_UBD+LH2709P	suppressed
49HBZ_UBD+LH2709	suppressed
49HBZ_UBD+LH2710P	suppressed
49HBZ_UBD+LH2711P	suppressed
49HBZ_UBD+LH2712	suppressed
49HBZ_UBD+LH2713	suppressed
49HBZ_UBD+LH2715	suppressed
49HBZ_UBD+LH2716	suppressed
49HBZ_UBD+LH2717	suppressed
49HBZ_UBD+LH2718	suppressed
49HBZ_UBD+LH2719	suppressed
49HBZ_UBD+LH2720	suppressed
49HBZ_UBD+LH2721	suppressed
49HBZ_UBD+LH2722	suppressed
49HBZ_UBD+LH2723	suppressed
49HBZ_UBD+LH2724	suppressed
49HBZ_UBD+LH2726	suppressed
49HBZ_UBD+LH2727	suppressed
49HBZ_UBD+LH2728	suppressed
49HBZ_UBD+LH2750	suppressed
49HBZ_UBD+LH2751	suppressed
49HBZ_UBD+LH2753	suppressed
49HBZ_UBD+LH2754	suppressed
49HBZ_UBD+LH2755	suppressed
49HBZ_UBD+LH2757	suppressed
49HBZ_UBD+LH2758	suppressed
49HBZ_UBD+LH2760	suppressed
49HBZ_UBD+LH2761	suppressed
49HBZ_UBD+LH2762	suppressed
49HBZ_UBD+LH2763	suppressed
49HBZ_UBD+LH2764	suppressed
49HBZ_UBD+LH2850	suppressed
49HBZ_UBD+LH2851	suppressed
49HBZ_UBD+LH2852	suppressed
49HBZ_UBD+LH2853	suppressed
49HBZ_UBD+LH2854	suppressed
49HBZ_UBD+LH2855	suppressed
49HBZ_UBD+PR_nwiss	suppressed
49HBZ_UBD+Ref_Int	suppressed
49HBZ_UBD+RES_SHARE IN_RS_REQ	suppressed
49HBZ_UBD+RES_SHARE OUT_RS_REQ	suppressed
49HBZ_UBD+S7 SchliessF	suppressed
49HBZ_UBD+TU-Verw	suppressed
49HBZ_UBD+Verm-Auss	suppressed
49HBZ_UBD+ZB Verm-Auss	suppressed
49HBZ_UBD+ZfW300	suppressed
49HBZ_UBD+ZfW400	suppressed
49HBZ_UBD+ZHB_FS	suppressed
49HBZ_UBD+ZHB_HD	suppressed
49HBZ_UBD+ZHB_HF	suppressed
49HBZ_UBD+ZHB_SB	suppressed
49HBZ_UBT+LÖSCH	suppressed
49HBZ_UBT+VERBRAUCH	suppressed
49HBZ_UDE+DBB	suppressed
49HBZ_UDE+DES	suppressed
49HBZ_UDE+DHA	suppressed
49HBZ_UDE+DHS	suppressed
49HBZ_UDE+DMF	suppressed
49HBZ_UDE+DNP	suppressed
49HBZ_UDE+DPA	suppressed
49HBZ_UDE+DPR	suppressed
49HBZ_UDE+DRK	suppressed
49HBZ_UDE+DVW	suppressed
49HBZ_UDE+EBB	suppressed
49HBZ_UDE+EES	suppressed
49HBZ_UDE+EHA	suppressed
49HBZ_UDE+EHS	suppressed
49HBZ_UDE+EMF	suppressed
49HBZ_UDE+ENP	suppressed
49HBZ_UDE+EPA	suppressed
49HBZ_UDE+EPR	suppressed
49HBZ_UDE+EPT	suppressed
49HBZ_UDE+ERK	suppressed
49HBZ_UDE+EVW	suppressed
49HBZ_UDE+FL_LS_KV	suppressed
49HBZ_UDE+FL_LS_SF	suppressed
49HBZ_UDE+MHA	suppressed
49HBZ_UDE+MHS	suppressed
49HBZ_UDE+MMF	suppressed
49HBZ_UDE+MNP	suppressed
49HBZ_UDE+MPR	suppressed
49HBZ_UDE+OUT_RS_LS	suppressed
49HBZ_UDE+OUT_RS_REQ	suppressed
49HBZ_UKO+UNASSIGNED	suppressed
49HBZ_UKO+XAUSG	suppressed
49HBZ_ULB+0-DLS	suppressed
49HBZ_ULB+0-ILL	suppressed
49HBZ_ULB+0-Mak	suppressed
49HBZ_ULB+1-DLS	suppressed
49HBZ_ULB+1EX98-DEL	suppressed
49HBZ_ULB+1-ILL	suppressed
49HBZ_ULB+1-MZ	suppressed
49HBZ_ULB+B059-Zeit	suppressed
49HBZ_ULB+B102-Zeit	suppressed
49HBZ_ULB+B127-Zeit	suppressed
49HBZ_ULB+B170-Zeit	suppressed
49HBZ_ULB+B206-Zeit	suppressed
49HBZ_ULB+B405-LS	suppressed
49HBZ_ULB+B405-Mag	suppressed
49HBZ_ULB+B412-Zeit	suppressed
49HBZ_ULB+OUT_RS_REQ	suppressed
49HBZ_ULB+RS1-PFL	suppressed
49HBZ_ULB+SG-Loesch	suppressed
49HBZ_ULB+XD-Zeit	suppressed
49HBZ_ULB+XS-Zeit	suppressed
49HBZ_ULM+AEKO_AUSGE	suppressed
49HBZ_ULM+ALKU_AUSGE	suppressed
49HBZ_ULM+AORI_AUSGE	suppressed
49HBZ_ULM+APHY_AUSGE	suppressed
49HBZ_ULM+ARAB_AUSGE	suppressed
49HBZ_ULM+ARCH_AUSGE	suppressed
49HBZ_ULM+BEK_AUSGE	suppressed
49HBZ_ULM+BEK_SFS	suppressed
49HBZ_ULM+BYNE_AUSGE	suppressed
49HBZ_ULM+CASE_AUSGE	suppressed
49HBZ_ULM+CHEM_AUSGE	suppressed
49HBZ_ULM+CRZI_AUSGE	suppressed
49HBZ_ULM+DBIO_AUSGE	suppressed
49HBZ_ULM+DMAT_AUSGE	suppressed
49HBZ_ULM+DSAC_AUSGE	suppressed
49HBZ_ULM+EHRE_AUSGE	suppressed
49HBZ_ULM+ENGL_AUSGE	suppressed
49HBZ_ULM+ENGL_BDNG	suppressed
49HBZ_ULM+ETHN_AUSGE	suppressed
49HBZ_ULM+EVT_AUSGE	suppressed
49HBZ_ULM+FBH_AUSGE	suppressed
49HBZ_ULM+FID_AUSGE	suppressed
49HBZ_ULM+GEOB_AUSGE	suppressed
49HBZ_ULM+GEOW_AUSGE	suppressed
49HBZ_ULM+GERM_AUSGE	suppressed
49HBZ_ULM+GPHY_AUSGE	suppressed
49HBZ_ULM+GRIE_AUSGE	suppressed
49HBZ_ULM+HLS_AUSGE	suppressed
49HBZ_ULM+HMB_AUSGE	suppressed
49HBZ_ULM+IJD_AUSGE	suppressed
49HBZ_ULM+INTF_AUSGE	suppressed
49HBZ_ULM+ISTG_AUSGE	suppressed
49HBZ_ULM+ITM_AUSGE	suppressed
49HBZ_ULM+JUED_AUSGE	suppressed
49HBZ_ULM+KATD_AUSGE	suppressed
49HBZ_ULM+KATH_AUSGE	suppressed
49HBZ_ULM+KATJ_AUSGE	suppressed
49HBZ_ULM+KULT_AUSGE	suppressed
49HBZ_ULM+KWI_AUSGE	suppressed
49HBZ_ULM+LAT_AUSGE	suppressed
49HBZ_ULM+LEIB_AUSGE	suppressed
49HBZ_ULM+MATH_AUSGE	suppressed
49HBZ_ULM+MED_AUSGE	suppressed
49HBZ_ULM+MED_BDINGE	suppressed
49HBZ_ULM+MED_BDINGT	suppressed
49HBZ_ULM+MED_EASYS	suppressed
49HBZ_ULM+MED_LSSFS	suppressed
49HBZ_ULM+MED_TABL	suppressed
49HBZ_ULM+MEGT_AUSGE	suppressed
49HBZ_ULM+MUHO_AUSGE	suppressed
49HBZ_ULM+MUNA_AUSGE	suppressed
49HBZ_ULM+MUPA_AUSGE	suppressed
49HBZ_ULM+MUWI_AUSGE	suppressed
49HBZ_ULM+NIED_AUSGE	suppressed
49HBZ_ULM+NORD_AUSGE	suppressed
49HBZ_ULM+PHAR_AUSGE	suppressed
49HBZ_ULM+PHIL_AUSGE	suppressed
49HBZ_ULM+PHY_AUSGE	suppressed
49HBZ_ULM+PSY_AUSGE	suppressed
49HBZ_ULM+RAUM_AUSGE	suppressed
49HBZ_ULM+RHB_AUSGE	suppressed
49HBZ_ULM+ROSL_AUSGE	suppressed
49HBZ_ULM+RWS1_AUSGE	suppressed
49HBZ_ULM+RWS1_SFS	suppressed
49HBZ_ULM+RWS2_AUSGE	suppressed
49HBZ_ULM+SINO_AUSGE	suppressed
49HBZ_ULM+SOZ_AUSGE	suppressed
49HBZ_ULM+SOZ_LSSFS	suppressed
49HBZ_ULM+SPOR_AUSGE	suppressed
49HBZ_ULM+SPRA_AUSGE	suppressed
49HBZ_ULM+TPHY_AUSGE	suppressed
49HBZ_ULM+WINF_AUSGE	suppressed
49HBZ_ULM+WIWI_AUSGE	suppressed
49HBZ_ULM+WIWI_SFS	suppressed
49HBZ_ULM+ZB_AUSGE	suppressed
49HBZ_ULM+ZB_LBMAUS	suppressed
49HBZ_ULM+ZB_LSSFS	suppressed
49HBZ_ULM+ZB_TAGAL	suppressed
49HBZ_ULM+ZB_ZUGKT	suppressed
49HBZ_ULM+ZRB_AUSGE	suppressed
49HBZ_ULM+ZYPE_AUSGE	suppressed
49HBZ_WBT+UNASSIGNED	suppressed
49HBZ_WHS+08	suppressed
49HBZ_WHS+28	suppressed
49HBZ_WHS+38	suppressed
49HBZ_WHS+FB	suppressed
49HBZ_WHS+NBB	suppressed
49HBZ_WHS+VB	suppressed
49HBZ_ZBM+OUT_RS_REQ	suppressed
49HBZ_ZBS+I6MO	suppressed
